Id,Name,FranchiseId,VoteCount,CharacterImage
0,Tsume Inuzuka,1,0,https://cdn.myanimelist.net/images/characters/12/103831.jpg
0,"Tsunami ",1,0,https://cdn.myanimelist.net/images/characters/16/58401.jpg
0,"Baki ",1,0,https://cdn.myanimelist.net/images/characters/3/103833.jpg
0,"Yotaka ",1,0,https://cdn.myanimelist.net/images/characters/5/62787.jpg
0,Kamikiri Fuuma,1,0,https://cdn.myanimelist.net/images/characters/13/63709.jpg
0,Sasame Fuuma,1,0,https://cdn.myanimelist.net/images/characters/10/57172.jpg
0,"Haruna ",1,0,https://cdn.myanimelist.net/images/characters/13/66168.jpg
0,"Shigure ",1,0,https://cdn.myanimelist.net/images/characters/14/110943.jpg
0,"Enma ",1,0,https://cdn.myanimelist.net/images/characters/2/158745.jpg
0,"Mizura ",1,0,https://cdn.myanimelist.net/images/characters/8/62804.jpg
0,"Gouzu ",1,0,https://cdn.myanimelist.net/images/characters/16/74497.jpg
0,"Meizu ",1,0,https://cdn.myanimelist.net/images/characters/16/74494.jpg
0,Kotetsu Hagane,1,0,https://cdn.myanimelist.net/images/characters/4/104662.jpg
0,"Toki ",1,0,https://cdn.myanimelist.net/images/characters/16/57642.jpg
0,"Gamatatsu ",1,0,https://cdn.myanimelist.net/images/characters/13/62776.jpg
0,Fugaku Uchiha,1,0,https://cdn.myanimelist.net/images/characters/12/103948.jpg
0,"Mubi ",1,0,https://cdn.myanimelist.net/images/characters/8/58258.jpg
0,"Oki ",1,0,https://cdn.myanimelist.net/images/characters/13/66171.jpg
0,Jirouchou Wasabi,1,0,https://cdn.myanimelist.net/images/characters/16/56420.jpg
0,"Gamakichi ",1,0,https://cdn.myanimelist.net/images/characters/13/54034.jpg
0,"Chishima ",1,0,https://cdn.myanimelist.net/images/characters/9/63540.jpg
0,"Tazuna ",1,0,https://cdn.myanimelist.net/images/characters/15/53360.jpg
0,"Genno ",1,0,https://cdn.myanimelist.net/images/characters/8/62778.jpg
0,"Todoroki ",1,0,https://cdn.myanimelist.net/images/characters/3/66166.jpg
0,Raidou Namiashi,1,0,https://cdn.myanimelist.net/images/characters/10/61075.jpg
0,"Karashi ",1,0,https://cdn.myanimelist.net/images/characters/13/57107.jpg
0,"Ryuugan ",1,0,https://cdn.myanimelist.net/images/characters/3/57108.jpg
0,Fukusuke Hikyakuya,1,0,https://cdn.myanimelist.net/images/characters/14/66517.jpg
0,"Ayame ",1,0,https://cdn.myanimelist.net/images/characters/11/130515.jpg
0,"Teuchi ",1,0,https://cdn.myanimelist.net/images/characters/14/62801.jpg
0,Jigumo Fuuma,1,0,https://cdn.myanimelist.net/images/characters/3/66518.jpg
0,Arashi Fuuma,1,0,https://cdn.myanimelist.net/images/characters/8/57469.jpg
0,"Ranmaru ",1,0,https://cdn.myanimelist.net/images/characters/11/55003.jpg
0,"Hokushin ",1,0,https://cdn.myanimelist.net/images/characters/14/62767.jpg
0,"Renga ",1,0,https://cdn.myanimelist.net/images/characters/8/58241.jpg
0,"Genzou ",1,0,https://cdn.myanimelist.net/images/characters/4/66172.jpg
0,"Gatsu ",1,0,https://cdn.myanimelist.net/images/characters/13/63539.jpg
0,"Dengaku ",1,0,https://cdn.myanimelist.net/images/characters/4/86780.jpg
0,Manabu Akado,1,0,https://cdn.myanimelist.net/images/characters/2/86790.jpg
0,"Hokuto ",1,0,https://cdn.myanimelist.net/images/characters/9/63538.jpg
0,"Mondai ",1,0,https://cdn.myanimelist.net/images/characters/15/86791.jpg
0,"Nagare ",1,0,https://cdn.myanimelist.net/images/characters/15/66488.jpg
0,"Nanafushi ",1,0,https://cdn.myanimelist.net/images/characters/7/63537.jpg
0,"Nan ",1,0,https://cdn.myanimelist.net/images/characters/8/140157.jpg
0,"Kazabune ",1,0,https://cdn.myanimelist.net/images/characters/13/66158.jpg
0,Yakumo Kurama,1,0,https://cdn.myanimelist.net/images/characters/16/66508.jpg
0,"Sazanami ",1,0,https://cdn.myanimelist.net/images/characters/8/63536.jpg
0,"Senta ",1,0,https://cdn.myanimelist.net/images/characters/13/57857.jpg
0,"Shin'emon ",1,0,https://cdn.myanimelist.net/images/characters/12/66159.jpg
0,"Yajirobee ",1,0,https://cdn.myanimelist.net/images/characters/6/86778.jpg
0,"Tanzou ",1,0,https://cdn.myanimelist.net/images/characters/8/66173.jpg
0,"Waraji ",1,0,https://cdn.myanimelist.net/images/characters/9/66174.jpg
0,Aoba Yamashiro,1,0,https://cdn.myanimelist.net/images/characters/10/158739.jpg
0,Jibachi Kamizuru,1,0,https://cdn.myanimelist.net/images/characters/8/63378.jpg
0,"Oboro ",1,0,https://cdn.myanimelist.net/images/characters/3/62795.jpg
0,"Tsubaki ",1,0,https://cdn.myanimelist.net/images/characters/11/66175.jpg
0,Shikaku Nara,1,0,https://cdn.myanimelist.net/images/characters/2/100214.jpg
0,Mizuki Touji,1,0,https://cdn.myanimelist.net/images/characters/9/57467.jpg
0,"Giichi ",1,0,https://cdn.myanimelist.net/images/characters/3/66545.jpg
0,"Jantou ",1,0,https://cdn.myanimelist.net/images/characters/11/46484.jpg
0,"Kusabi ",1,0,https://cdn.myanimelist.net/images/characters/12/86782.jpg
0,"Hachidai ",1,0,https://cdn.myanimelist.net/images/characters/9/115731.jpg
0,"Hakkaku ",1,0,https://cdn.myanimelist.net/images/characters/6/66540.jpg
0,"Akane ",1,0,https://cdn.myanimelist.net/images/characters/11/66541.jpg
0,Mikoto Uchiha,1,0,https://cdn.myanimelist.net/images/characters/6/103949.jpg
0,"Inari ",1,0,https://cdn.myanimelist.net/images/characters/8/66542.jpg
0,Yoshino Nara,1,0,https://cdn.myanimelist.net/images/characters/9/62786.jpg
0,"Karura ",1,0,https://cdn.myanimelist.net/images/characters/16/225775.jpg
0,Homura Mitokado,1,0,https://cdn.myanimelist.net/images/characters/16/103955.jpg
0,Koharu Utatane,1,0,https://cdn.myanimelist.net/images/characters/3/103956.jpg
0,Dan Katou,1,0,https://cdn.myanimelist.net/images/characters/15/103946.jpg
0,Hizashi Hyuuga,1,0,https://cdn.myanimelist.net/images/characters/10/103835.jpg
0,"Kuromaru ",1,0,https://cdn.myanimelist.net/images/characters/7/103834.jpg
0,"Nawaki ",1,0,https://cdn.myanimelist.net/images/characters/3/103950.jpg
0,Tekka Uchiha,1,0,https://cdn.myanimelist.net/images/characters/8/86796.jpg
0,Inabi Uchiha,1,0,https://cdn.myanimelist.net/images/characters/11/66477.jpg
0,Yashiro Uchiha,1,0,https://cdn.myanimelist.net/images/characters/3/63710.jpg
0,"Rasa ",1,0,https://cdn.myanimelist.net/images/characters/3/103604.jpg
0,Misumi Tsurugi,1,0,https://cdn.myanimelist.net/images/characters/10/104667.jpg
0,"Genyuumaru ",1,0,https://cdn.myanimelist.net/images/characters/8/66533.jpg
0,Ibiki Morino,1,0,https://cdn.myanimelist.net/images/characters/11/104672.jpg
0,"Zouri ",1,0,https://cdn.myanimelist.net/images/characters/6/62818.jpg
0,"Kaiza ",1,0,https://cdn.myanimelist.net/images/characters/2/66536.jpg
0,"Ami ",1,0,https://cdn.myanimelist.net/images/characters/8/66497.jpg
0,Udon Ise,1,0,https://cdn.myanimelist.net/images/characters/2/91366.jpg
0,"Kagari ",1,0,https://cdn.myanimelist.net/images/characters/14/66498.jpg
0,"Baiu ",1,0,https://cdn.myanimelist.net/images/characters/8/66499.jpg
0,"Midare ",1,0,https://cdn.myanimelist.net/images/characters/9/86793.jpg
0,Tonbo Tobitake,1,0,https://cdn.myanimelist.net/images/characters/3/86803.jpg
0,Teyaki Uchiha,1,0,https://cdn.myanimelist.net/images/characters/11/66479.jpg
0,Uruchi Uchiha,1,0,https://cdn.myanimelist.net/images/characters/8/66478.jpg
0,"Tsuba ",1,0,https://cdn.myanimelist.net/images/characters/10/86804.jpg
0,"Shiore ",1,0,https://cdn.myanimelist.net/images/characters/10/66502.jpg
0,"Suzume ",1,0,https://cdn.myanimelist.net/images/characters/2/104661.jpg
0,Shimon Hijiri,1,0,https://cdn.myanimelist.net/images/characters/9/86788.jpg
0,"Shibire ",1,0,https://cdn.myanimelist.net/images/characters/10/66501.jpg
0,"Sagi ",1,0,https://cdn.myanimelist.net/images/characters/6/86794.jpg
0,"Guruko ",1,0,https://cdn.myanimelist.net/images/characters/8/66154.jpg
0,Iwashi Tatami,1,0,https://cdn.myanimelist.net/images/characters/9/66507.jpg
0,"Tobio ",1,0,https://cdn.myanimelist.net/images/characters/12/66500.jpg
0,Kotohime Fuuma,1,0,https://cdn.myanimelist.net/images/characters/10/70340.jpg
0,Idate Morino,1,0,https://cdn.myanimelist.net/images/characters/8/86789.jpg
0,"Bisuke ",1,0,https://cdn.myanimelist.net/images/characters/16/92486.jpg
0,"Manda ",1,0,https://cdn.myanimelist.net/images/characters/10/103617.jpg
0,"Ukon ",1,0,https://cdn.myanimelist.net/images/characters/3/112579.jpg
0,"Kunihisa ",1,0,https://cdn.myanimelist.net/images/characters/4/120598.jpg
0,"Kunijirou ",1,0,https://cdn.myanimelist.net/images/characters/3/120599.jpg
0,"Matsuri ",1,0,https://cdn.myanimelist.net/images/characters/3/120890.jpg
0,"Ran ",1,0,https://cdn.myanimelist.net/images/characters/13/140139.jpg
0,"Gatou ",1,0,https://cdn.myanimelist.net/images/characters/13/168503.jpg
0,Mebuki Haruno,1,0,https://cdn.myanimelist.net/images/characters/13/175237.jpg
0,"Natsuhi ",1,0,https://cdn.myanimelist.net/images/characters/9/193691.jpg
0,"Sumaru ",1,0,https://cdn.myanimelist.net/images/characters/15/202941.jpg
0,"Gantetsu ",1,0,https://cdn.myanimelist.net/images/characters/11/205357.jpg
0,"Haku's Mother ",1,0,https://cdn.myanimelist.net/images/characters/9/214103.jpg
0,"Tonton ",1,0,https://cdn.myanimelist.net/images/characters/4/218401.jpg
0,"Kujaku ",1,0,https://cdn.myanimelist.net/images/characters/3/218873.jpg
0,Unkai Kurama,1,0,https://cdn.myanimelist.net/images/characters/6/283833.jpg
0,Iwana Akame,1,0,https://cdn.myanimelist.net/images/characters/12/325684.jpg
0,"Bekkou ",1,0,https://cdn.myanimelist.net/images/characters/6/325683.jpg
0,"Ibara ",1,0,https://cdn.myanimelist.net/images/characters/14/325681.jpg
0,"Tsubaki ",1,0,https://cdn.myanimelist.net/images/characters/13/325682.jpg
0,"Fukuyokana ",1,0,https://cdn.myanimelist.net/images/characters/12/355456.jpg
0,"Shinayakana ",1,0,https://cdn.myanimelist.net/images/characters/15/355457.jpg
0,"Sanshou ",1,0,https://cdn.myanimelist.net/images/characters/7/464787.jpg
0,Kurobachi Kamizuru,1,0,https://cdn.myanimelist.net/images/characters/6/444635.jpg
0,Suzumebachi Kamizuru,1,0,https://cdn.myanimelist.net/images/characters/13/444636.jpg
0,"Momiji ",1,0,https://cdn.myanimelist.net/images/characters/15/464788.jpg
0,"Kagero ",1,0,https://cdn.myanimelist.net/images/characters/9/464790.jpg
0,"Raijin ",1,0,https://cdn.myanimelist.net/images/characters/16/464791.jpg
0,"Fuujin ",1,0,https://cdn.myanimelist.net/images/characters/15/464793.jpg
0,"Koumei ",1,0,https://cdn.myanimelist.net/images/characters/10/464794.jpg
0,"Ruiga ",1,0,https://cdn.myanimelist.net/images/characters/3/464795.jpg
0,Futa Kagetsu,1,0,https://cdn.myanimelist.net/images/characters/8/508743.jpg
0,Toubei Kagetsu,1,0,https://cdn.myanimelist.net/images/characters/12/508744.jpg
0,Tsukiko Kagetsu,1,0,https://cdn.myanimelist.net/images/characters/5/508745.jpg
0,Mai Kagetsu,1,0,https://cdn.myanimelist.net/images/characters/7/508742.jpg
0,"Kikunojou ",1,0,https://cdn.myanimelist.net/images/characters/6/508741.jpg
0,Shura Sanjurou,1,0,https://cdn.myanimelist.net/images/characters/11/508740.jpg
0,"Yurinojou ",1,0,https://cdn.myanimelist.net/images/characters/2/508923.jpg
0,"Hanzaki ",1,0,https://cdn.myanimelist.net/images/characters/3/508924.jpg
0,"Houki ",1,0,https://cdn.myanimelist.net/images/characters/2/508925.jpg
